Station name,Station number,Long/lat coordinates,Site,Measuring program name,Date/Time (sampling) ,Depth,Sample number,Total Depth / DTB,Quality code,Chlorophyll / CHLA,Quality code,Secchi Depth / SECCHI,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Water Temperature / TEMP,Quality code,Total Phosphorus / TP,Quality code,Total Phosphorus - micrograms per liter / TP_ugL,Quality code,Total Nitrogen - Reported / TN,Quality code,Carlson Trophic Index - Total Phosphorus based / CTI_TP,Quality code,Carlson Trophic Index - Chlorophyll a based / CTI_CHLA,Quality code,Carlson Trophic Index - Secchi Depth Based / CTI_SD,Quality code,Alkalinity / ALK,Quality code,pH / PH,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Dissolved Oxygen - Reported / DO,Quality code,Dissolved Oxygen Saturation - Reported / DO_SAT,Quality code,Oxidation Reduction Potential / ORP,Quality code,pH / PH,Quality code,Phaeophytin / PHAEO,Quality code,Qualitative Wind Description / WIND,Quality code,Salinity / SAL,Quality code,Salinity / SAL,Quality code,Specific Conductivity / COND,Quality code,Total Dissolved Solids / TDS,Quality code,Total Pigments / TOTAL_PIGMENTS,Quality code,Water Temperature / TEMP,Quality code
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,12,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,9.8,SMAST - Unflagged,10.7,SMAST - Unflagged,,,,,,,,,,,32.7,,,,,,88,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,14,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,3.8,SMAST - Unflagged,9.9,SMAST - Unflagged,,,,,,,,,,,32.7,,,,,,34,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,16,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,3.5,SMAST - Unflagged,9.5,SMAST - Unflagged,,,,,,,,,,,32.7,,,,,,31,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,17,,18,SMAST - Unflagged,0.03,SMAST - Unflagged,6.65,SMAST - Unflagged,,,,,1.07,SMAST - Unflagged,33.14,SMAST - Unflagged,75.72,SMAST - Unflagged,54.63,,-3.8,,32.7,,29.2,SMAST - Unflagged,6.22,SMAST - Unflagged,,,,,,,,,,,87.54,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/12/16 0:00,17.5,,18,SMAST - Unflagged,,,6.65,SMAST - Unflagged,3.8,SMAST - Unflagged,9.2,SMAST - Unflagged,,,,,,,,,,,32.7,,,,,,33,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,0.5,,18,SMAST - Unflagged,0.68,SMAST - Unflagged,5.45,SMAST - Unflagged,7.4,SMAST - Unflagged,27.3,SMAST - Unflagged,1.24,SMAST - Unflagged,38.41,SMAST - Unflagged,30.94,SMAST - Unflagged,56.76,,26.82,,35.57,,12.7,SMAST - Unflagged,6.69,SMAST - Unflagged,94,SMAST - Unflagged,,,,,,,,,1.47,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,2,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,7.5,SMAST - Unflagged,27.4,SMAST - Unflagged,,,,,,,,,,,35.57,,,,,,94,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,3,,18,SMAST - Unflagged,0.68,SMAST - Unflagged,5.45,SMAST - Unflagged,,,,,1.14,SMAST - Unflagged,35.31,SMAST - Unflagged,30.5,SMAST - Unflagged,55.55,,26.82,,35.57,,12,SMAST - Unflagged,6.72,SMAST - Unflagged,,,,,,,,,,,0.68,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,4,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,7.4,SMAST - Unflagged,27.4,SMAST - Unflagged,,,,,,,,,,,,,,,,,94,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,6,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,10.4,SMAST - Unflagged,22.8,SMAST - Unflagged,,,,,,,,,,,,,,,,,120,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,8,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,12.3,SMAST - Unflagged,16.1,SMAST - Unflagged,,,,,,,,,,,,,,,,,125,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,9,,18,SMAST - Unflagged,1.25,SMAST - Unflagged,5.45,SMAST - Unflagged,,,,,0.9,SMAST - Unflagged,,,30.05,SMAST - Unflagged,,,,,,,10.8,SMAST - Unflagged,6.68,SMAST - Unflagged,,,,,,,,,,,0.36,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,10,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,13,SMAST - Unflagged,12.7,SMAST - Unflagged,,,,,,,,,,,35.57,,,,,,122,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,12,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,14.1,SMAST - Unflagged,11.2,SMAST - Unflagged,,,,,,,,,,,35.57,,,,,,128,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,14,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,2.7,SMAST - Unflagged,10,SMAST - Unflagged,,,,,,,,,,,35.57,,,,,,24,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,16,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,2.8,SMAST - Unflagged,9.6,SMAST - Unflagged,,,,,,,,,,,35.57,,,,,,25,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,17,,18,SMAST - Unflagged,0.03,SMAST - Unflagged,5.45,SMAST - Unflagged,,,,,1.14,SMAST - Unflagged,35.31,SMAST - Unflagged,83.43,SMAST - Unflagged,55.55,,-3.8,,35.57,,29.2,SMAST - Unflagged,6.23,SMAST - Unflagged,,,,,,,,,,,136.25,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/26/16 8:00,17.5,,18,SMAST - Unflagged,,,5.45,SMAST - Unflagged,3,SMAST - Unflagged,9.3,SMAST - Unflagged,,,,,,,,,,,35.57,,,,,,26,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,0.5,,18,SMAST - Unflagged,0.57,SMAST - Unflagged,6,SMAST - Unflagged,8,SMAST - Unflagged,26.5,SMAST - Unflagged,0.97,SMAST - Unflagged,30.04,SMAST - Unflagged,30.94,SMAST - Unflagged,53.21,,25.09,,34.18,,13.6,SMAST - Unflagged,6.93,SMAST - Unflagged,100,SMAST - Unflagged,,,,,,,,,1.68,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,2,,18,SMAST - Unflagged,,,6,SMAST - Unflagged,8,SMAST - Unflagged,26.5,SMAST - Unflagged,,,,,,,,,,,34.18,,,,,,100,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,3,,18,SMAST - Unflagged,1.25,SMAST - Unflagged,6,SMAST - Unflagged,,,,,0.94,SMAST - Unflagged,29.12,SMAST - Unflagged,30.35,SMAST - Unflagged,52.77,,32.79,,34.18,,12.5,SMAST - Unflagged,6.86,SMAST - Unflagged,,,,,,,,,,,0.5,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,4,,18,SMAST - Unflagged,,,6,SMAST - Unflagged,8,SMAST - Unflagged,26.5,SMAST - Unflagged,,,,,,,,,,,34.18,,,,,,100,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,6,,18,SMAST - Unflagged,,,6,SMAST - Unflagged,8.2,SMAST - Unflagged,25.6,SMAST - Unflagged,,,,,,,,,,,34.18,,,,,,101,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,8,,18,SMAST - Unflagged,,,6,SMAST - Unflagged,12.7,SMAST - Unflagged,16.9,SMAST - Unflagged,,,,,,,,,,,34.18,,,,,,132,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,9,,18,SMAST - Unflagged,0.99,SMAST - Unflagged,6,SMAST - Unflagged,,,,,0.87,SMAST - Unflagged,26.95,SMAST - Unflagged,41.02,SMAST - Unflagged,51.65,,30.5,,34.18,,11.1,SMAST - Unflagged,6.7,SMAST - Unflagged,,,,,,,,,,,0.44,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,10,,18,SMAST - Unflagged,,,6,SMAST - Unflagged,13,SMAST - Unflagged,13.4,SMAST - Unflagged,,,,,,,,,,,34.18,,,,,,125,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,12,,18,SMAST - Unflagged,,,6,SMAST - Unflagged,11.4,SMAST - Unflagged,11.3,SMAST - Unflagged,,,,,,,,,,,34.18,,,,,,104,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,14,,18,SMAST - Unflagged,,,6,SMAST - Unflagged,1.9,SMAST - Unflagged,10.2,SMAST - Unflagged,,,,,,,,,,,34.18,,,,,,17,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,16,,18,SMAST - Unflagged,,,6,SMAST - Unflagged,2.1,SMAST - Unflagged,9.8,SMAST - Unflagged,,,,,,,,,,,34.18,,,,,,18,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/9/16 0:00,17,,18,SMAST - Unflagged,0.03,SMAST - Unflagged,6,SMAST - Unflagged,2.2,SMAST - Unflagged,9.4,SMAST - Unflagged,1.04,SMAST - Unflagged,32.21,SMAST - Unflagged,81.36,SMAST - Unflagged,54.22,,-3.8,,34.18,,25.5,SMAST - Unflagged,6.69,SMAST - Unflagged,19,SMAST - Unflagged,,,,,,,,,179.67,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,0.5,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,8,SMAST - Unflagged,23.2,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,94,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,2,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,8.2,SMAST - Unflagged,23.2,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,96,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,4,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,8.1,SMAST - Unflagged,23.2,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,95,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,6,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,8,SMAST - Unflagged,23.1,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,94,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,8,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,10,SMAST - Unflagged,20,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,110,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,10,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,11.7,SMAST - Unflagged,14,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,114,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,12,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,5.4,SMAST - Unflagged,11.9,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,50,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,14,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,1,SMAST - Unflagged,10.6,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,9,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,16,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,1,SMAST - Unflagged,9.8,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,9,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,9/7/16 8:45,16.5,,17,SMAST - Unflagged,,,5.2,SMAST - Unflagged,1,SMAST - Unflagged,9.6,SMAST - Unflagged,,,,,,,,,,,36.24,,,,,,9,SMAST - Unflagged,,,,,,,,,,,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,0.5,,18,SMAST - Unflagged,1.97,SMAST - Unflagged,5.1,SMAST - Unflagged,7.95,SMAST - Unflagged,25.6,SMAST - Unflagged,0.43,SMAST - Unflagged,13.32,SMAST - Unflagged,39.97,SMAST - Unflagged,41.49,,37.25,,36.52,,12.1,SMAST - Unflagged,6.94,SMAST - Unflagged,,,,,,,,,,,1.09,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,2,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.1,SMAST - Unflagged,8.02,SMAST - Unflagged,25.6,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.52,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,3,,18,SMAST - Unflagged,3.6,SMAST - Unflagged,5.1,SMAST - Unflagged,,,,,0.36,SMAST - Unflagged,11.15,SMAST - Unflagged,34.05,SMAST - Unflagged,38.92,,43.17,,36.52,,13.6,SMAST - Unflagged,6.89,SMAST - Unflagged,,,,,,,,,,,0.03,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,4,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.1,SMAST - Unflagged,8.35,SMAST - Unflagged,25.4,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.52,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,6,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.1,SMAST - Unflagged,11.31,SMAST - Unflagged,20.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.52,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,8,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.1,SMAST - Unflagged,14.05,SMAST - Unflagged,14.4,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.52,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,9,,18,SMAST - Unflagged,5.57,SMAST - Unflagged,5.1,SMAST - Unflagged,,,,,0.5,SMAST - Unflagged,15.49,SMAST - Unflagged,43.41,SMAST - Unflagged,43.66,,47.45,,36.52,,12.3,SMAST - Unflagged,7.18,SMAST - Unflagged,,,,,,,,,,,2.08,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,10,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.1,SMAST - Unflagged,13.47,SMAST - Unflagged,10.4,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.52,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,12,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.1,SMAST - Unflagged,6.78,SMAST - Unflagged,8.8,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.52,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,14,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.1,SMAST - Unflagged,2.08,SMAST - Unflagged,8.1,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.52,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,16,,18,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,5.1,SMAST - Unflagged,2.34,SMAST - Unflagged,7.8,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,36.52,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,7/13/17 8:15,18,,18,SMAST - Unflagged,0.03,SMAST - Unflagged,5.1,SMAST - Unflagged,2.44,SMAST - Unflagged,7.5,SMAST - Unflagged,1.18,SMAST - Unflagged,36.55,SMAST - Unflagged,74.92,SMAST - Unflagged,56.04,,-3.8,,36.52,,21,SMAST - Unflagged,6.21,SMAST - Unflagged,,,,,,,,,,,53.23,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,0.5,,17,SMAST - Unflagged,2.33,SMAST - Unflagged,6.2,SMAST - Unflagged,8.29,SMAST - Unflagged,24.4,SMAST - Unflagged,0.36,SMAST - Unflagged,11.15,SMAST - Unflagged,25.16,SMAST - Unflagged,38.92,,38.9,,33.71,,13.3,SMAST - Unflagged,6.81,SMAST - Unflagged,,,,,,,,,,,0.27,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,2,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,6.2,SMAST - Unflagged,8.27,SMAST - Unflagged,24.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,33.71,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,3,,17,SMAST - Unflagged,1.62,SMAST - Unflagged,6.2,SMAST - Unflagged,,,,,0.29,SMAST - Unflagged,8.98,SMAST - Unflagged,26.87,SMAST - Unflagged,35.8,,35.33,,33.71,,13.1,SMAST - Unflagged,6.89,SMAST - Unflagged,,,,,,,,,,,0.65,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,4,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,6.2,SMAST - Unflagged,8.14,SMAST - Unflagged,24.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,33.71,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,6,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,6.2,SMAST - Unflagged,8.18,SMAST - Unflagged,23.8,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,33.71,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,8,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,6.2,SMAST - Unflagged,12.07,SMAST - Unflagged,16.2,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,33.71,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,9,,17,SMAST - Unflagged,4.31,SMAST - Unflagged,6.2,SMAST - Unflagged,,,,,0.36,SMAST - Unflagged,11.15,SMAST - Unflagged,35.29,SMAST - Unflagged,38.92,,44.93,,33.71,,12.7,SMAST - Unflagged,6.66,SMAST - Unflagged,,,,,,,,,,,0.58,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,10,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,6.2,SMAST - Unflagged,12.61,SMAST - Unflagged,11.5,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,33.71,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
Josephs Pond / HA-416-01,HA-416-01,-1.679810106,Josephs Pond,Pond and Lake Stewards,8/10/17 0:00,12,,17,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,6.2,SMAST - Unflagged,3.26,SMAST - Unflagged,9.3,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,n.m. 0.00,SMAST - Unflagged,,,,,33.71,,n.m. 0.00,SMAST - Unflagged,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,n.m. 0.00,SMAST - Unflagged,,,,,,,,,,,,,,
